mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,7.115726470947266,7.225449085235596,7.453236579895022,9.69613790512085
mig,0.2,7.414855957031252,7.459163665771484,7.5668859481811515,9.891791343688965
mig,0.3,7.403278350830079,7.345824241638183,7.35783100128174,9.864978790283201
mig,0.4,7.349586486816406,7.419071197509758,7.326438426971427,9.80561256408691
mig,0.5,7.430429458618177,7.258083820343016,7.366456985473636,9.660227298736578
mig,0.6,7.082586288452155,7.155785560607914,7.002973556518555,9.403102397918694
mig,0.7,6.571722030639653,6.691422462463377,6.595611572265625,9.339818954467773
mig,0.8,5.213966369628906,5.212717056274412,5.246894359588623,7.698802947998048
mig,0.9,5.331892967224117,5.3653883934021,5.405187606811523,7.633111476898194
mig,1.0,5.249578952789306,5.270969867706299,5.293097496032718,7.576446533203125
