mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,8.997678756713867,10.347843170166016,9.033203125,13.008594512939453
mig,0.2,24.370431900024414,12.204170227050781,18.097400665283203,23.96368980407715
mig,0.3,16.144275665283203,14.79029655456543,17.10033416748047,32.51147270202637
mig,0.4,20.845413208007812,22.136211395263672,19.4399356842041,29.124736785888672
mig,0.5,41.54086112976074,25.946617126464844,25.713682174682617,56.66637420654297
mig,0.6,47.71590232849121,36.59844398498535,66.67089462280273,58.34221839904785
mig,0.7,53.138017654418945,64.83936309814453,51.01895332336426,117.36488342285156
mig,0.8,111.24420166015625,121.3386058807373,175.56071281433105,113.79098892211914
mig,0.9,2731.271743774414,2712.6662731170654,2354.168176651001,499.6294975280762
mig,1.0,8378.971576690674,8452.008724212646,8606.292724609375,4986.3691329956055
