mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,3.506898880004883,3.565073013305664,3.565073013305664,6.581544876098633
mig,0.2,3.5009384155273438,3.524303436279297,3.5386085510253906,6.476879119873047
mig,0.3,3.484964370727539,3.50189208984375,3.5202503204345703,6.4258575439453125
mig,0.4,3.4494400024414062,3.4813880920410156,3.496408462524414,6.4029693603515625
mig,0.5,3.470897674560547,3.4825801849365234,3.4952163696289062,6.41179084777832
mig,0.6,3.4646987915039062,3.4835338592529297,3.493070602416992,6.398439407348633
mig,0.7,3.4711360931396484,3.4856796264648438,3.490924835205078,6.397247314453125
mig,0.8,3.4677982330322266,3.48663330078125,3.485441207885742,6.398439407348633
mig,0.9,3.494739532470703,3.514528274536133,3.4995079040527344,6.445884704589844
mig,1.0,3.515958786010742,3.5181045532226562,3.5321712493896484,6.479740142822266
