mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,13.686656951904297,14.035224914550781,13.787984848022461,20.6301212310791
mig,0.2,28.022050857543945,21.31056785583496,22.845983505249023,30.556440353393555
mig,0.3,20.221471786499023,20.2181339263916,22.053241729736328,39.12687301635742
mig,0.4,24.747848510742188,25.783538818359375,23.86331558227539,35.68911552429199
mig,0.5,45.291900634765625,29.633522033691406,29.407978057861328,65.7358169555664
mig,0.6,51.370859146118164,40.45701026916504,70.74475288391113,65.3078556060791
mig,0.7,56.792259216308594,68.5126781463623,54.739952087402344,124.40991401672363
mig,0.8,114.92347717285156,125.44918060302734,179.72064018249512,120.2554702758789
mig,0.9,2735.3177070617676,2717.447519302368,2357.9111099243164,506.2863826751709
mig,1.0,8387.200593948364,8456.286191940308,8610.85820198059,4993.25704574585
