mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,4.706740379333496,4.745602607727051,4.780769348144531,7.67970085144043
mig,0.2,3.7338733673095703,3.7343502044677734,3.7364959716796875,6.678581237792969
mig,0.3,3.706216812133789,3.720998764038086,3.7283897399902344,6.684780120849609
mig,0.4,3.6897659301757812,3.697633743286133,3.7081241607666016,6.631970405578613
mig,0.5,3.688335418701172,3.7065744400024414,3.7212371826171875,6.686925888061523
mig,0.6,3.7360191345214844,3.759622573852539,3.7758350372314453,6.724953651428223
mig,0.7,3.7832260131835938,3.8340091705322266,3.8328170776367188,6.749153137207031
mig,0.8,3.9060115814208984,3.942251205444336,3.9647817611694336,6.800413131713867
mig,0.9,4.120349884033203,4.154682159423828,4.19306755065918,6.917119026184082
mig,1.0,4.115104675292969,4.150152206420898,4.180669784545898,6.846189498901367
