mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,4.763126373291016,4.796266555786133,4.833221435546875,7.741808891296387
mig,0.2,4.034996032714844,4.0656328201293945,4.063129425048828,7.033824920654297
mig,0.3,4.081964492797852,4.055976867675781,4.077434539794922,7.041215896606445
mig,0.4,4.219770431518555,4.29081916809082,4.252076148986816,7.264852523803711
mig,0.5,5.141258239746094,5.1441192626953125,5.1059722900390625,8.421182632446289
mig,0.6,6.454944610595703,6.637334823608398,6.309986114501953,10.480761528015137
mig,0.7,8.235454559326172,8.225202560424805,7.819175720214844,13.675212860107422
mig,0.8,14.7627592086792,15.33055305480957,17.97354221343994,21.09241485595703
mig,0.9,1179.469347000122,1244.7810173034668,1243.1385517120361,127.80261039733887
mig,1.0,4406.784176826477,4389.241456985474,4523.513913154602,2717.278242111206
