mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,0.9062528610229493,1.0565042495727628,1.3336658477783216,1.6474723815918038
mig,0.2,2.8915405273437518,2.979874610900879,2.9546737670898438,5.079221725463868
mig,0.3,3.9967536926269527,3.647136688232421,3.6099195480346675,6.247401237487799
mig,0.4,5.005359649658203,5.230283737182618,5.051016807556156,8.119392395019531
mig,0.5,7.197189331054687,7.083129882812499,7.103323936462403,10.821056365966797
mig,0.6,11.277770996093748,11.620664596557619,10.437250137329107,16.124916076660156
mig,0.7,16.66178703308106,17.878437042236335,15.856742858886719,29.14433479309082
mig,0.8,36.52489185333252,46.05278968811035,62.872195243835456,47.283267974853516
mig,0.9,2497.571802139282,2431.715440750122,2177.1042346954346,340.24345874786377
mig,1.0,7405.559659004212,7488.2970094680795,7761.123394966126,4357.224225997925
