mode,load,0_alexnet-16,1_alexnet-16,2_alexnet-16,3_alexnet-16
mig,0.1,8.863210678100586,8.571386337280273,9.266853332519531,10.708332061767578
mig,0.2,18.019914627075195,14.159917831420898,10.254383087158203,12.36104965209961
mig,0.3,9.556055068969727,9.425640106201172,12.749433517456055,14.390230178833008
mig,0.4,12.376546859741211,13.629674911499023,13.325691223144531,16.005516052246094
mig,0.5,17.277240753173828,21.866321563720703,20.904064178466797,11.049747467041016
mig,0.6,13.041257858276367,9.948015213012695,13.39864730834961,12.594461441040039
mig,0.7,11.676788330078125,12.203216552734375,13.895273208618164,11.177301406860352
mig,0.8,8.992910385131836,9.220600128173828,10.187149047851562,11.362075805664062
mig,0.9,14.206886291503906,12.749433517456055,12.814521789550781,14.128923416137695
mig,1.0,15.782356262207031,18.79096031188965,18.78046989440918,14.658689498901367
