mode,load,0_alexnet-2,1_mobilenet_v3_small-32,2_squeezenet1_1-8
mps-uncap,0.8,17.081499099731445,145.8578109741211,115.90719223022461
mps-uncap,0.9,26.18694305419922,887.4642848968506,709.2471122741699
mps-uncap,1.0,2332.94677734375,3156.41713142395,8512.467622756958
mps-uncap,0.5,11.965751647949219,30.40933609008789,19.84548568725586
mps-uncap,0.6,9.290695190429688,40.902137756347656,26.154041290283203
mps-uncap,0.7,16.996145248413086,70.60670852661133,30.93862533569336
mps-uncap,0.1,5.604028701782227,30.653715133666992,12.681722640991211
mps-uncap,0.2,6.352663040161133,32.66143798828125,17.546415328979492
mps-uncap,0.3,7.961511611938477,38.67340087890625,17.89116859436035
mps-uncap,0.4,11.471986770629883,27.54664421081543,19.206523895263672
