mode,load,0_alexnet-2,1_mobilenet_v3_small-32,2_squeezenet1_1-8
mps-uncap,0.8,2.0003318786621094,24.648666381835938,8.685827255249023
mps-uncap,0.9,3.2753944396972656,575.8030414581299,296.2501049041748
mps-uncap,1.0,1146.9587087631226,1641.1981582641602,4189.182758331299
mps-uncap,0.5,1.2176036834716797,6.090879440307617,2.9296875
mps-uncap,0.6,1.3980865478515625,7.57288932800293,3.039121627807617
mps-uncap,0.7,1.7375946044921875,9.945511817932129,4.050016403198242
mps-uncap,0.1,1.3928413391113281,9.463310241699219,3.8776397705078125
mps-uncap,0.2,1.3797283172607422,9.42230224609375,4.020571708679199
mps-uncap,0.3,1.3828277587890625,8.04281234741211,3.818035125732422
mps-uncap,0.4,1.3399124145507812,6.664752960205078,3.283977508544922
