mode,load,0_alexnet-2,1_mobilenet_v3_small-32,2_squeezenet1_1-8
mps-uncap,0.8,7.8452587127685565,105.59282302856438,70.4815673828125
mps-uncap,0.9,13.74571323394775,856.708161830902,675.6485080718994
mps-uncap,1.0,2267.049412727356,3084.053874015808,8384.541912078857
mps-uncap,0.5,3.501772880554199,15.76178073883056,8.581750392913836
mps-uncap,0.6,4.550704956054686,22.631657123565656,10.58718204498291
mps-uncap,0.7,6.626443862915046,40.978250503540096,16.573421955108625
mps-uncap,0.1,1.4307188987731914,11.752939224243145,4.181015491485597
mps-uncap,0.2,2.1517086029052677,17.92443037033083,7.473318576812764
mps-uncap,0.3,2.923104763031008,16.953761577606137,8.559706211090084
mps-uncap,0.4,3.062009811401367,14.3312168121338,7.931554317474349
