mode,load,0_alexnet-2,1_mobilenet_v3_small-32,2_squeezenet1_1-8
mps-uncap,0.8,0.9961128234863281,5.325555801391602,2.52532958984375
mps-uncap,0.9,1.0077953338623047,5.374670028686523,2.6092529296875
mps-uncap,1.0,1.0967254638671875,4.845023155212402,2.675771713256836
mps-uncap,0.5,0.9658336639404297,4.4918060302734375,2.14540958404541
mps-uncap,0.6,0.9548664093017578,4.691600799560547,2.0685195922851562
mps-uncap,0.7,1.0230541229248047,4.974722862243652,2.143383026123047
mps-uncap,0.1,1.3515949249267578,9.004354476928711,3.774404525756836
mps-uncap,0.2,1.325845718383789,8.130311965942383,3.8688182830810547
mps-uncap,0.3,1.294851303100586,7.155060768127441,3.373384475708008
mps-uncap,0.4,1.1553764343261719,4.886627197265625,2.720475196838379
