mode,load,0_alexnet-2,1_mobilenet_v3_small-32,2_squeezenet1_1-8
mps-uncap,0.8,3.8836002349853516,60.14418601989746,25.195217132568363
mps-uncap,0.9,7.332921028137212,783.5774421691895,552.2936820983886
mps-uncap,1.0,1944.9708461761475,2676.6959190368652,7567.480516433716
mps-uncap,0.5,1.4331340789794922,7.748842239379883,3.6966085433959965
mps-uncap,0.6,1.9738912582397465,11.731171607971191,4.537820816040042
mps-uncap,0.7,3.050088882446289,20.080399513244643,8.263444900512695
mps-uncap,0.1,0.26664733886718783,5.278539657592777,1.3579607009887698
mps-uncap,0.2,0.8889675140380865,7.712197303771979,3.3096551895141593
mps-uncap,0.3,1.2266397476196298,7.910013198852539,3.7774562835693355
mps-uncap,0.4,1.3127326965332031,6.793785095214846,3.524661064147949
