mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,336.6156339645386,500.76017379760754,12.506961822509766
mps-uncap,0.9,1154.0809631347656,6529.467678070069,23.967981338500977
mps-uncap,1.0,6041.614437103271,9216.378521919252,6603.3616065979
mps-uncap,0.5,36.01479530334472,36.73162460327149,5.0379514694214
mps-uncap,0.6,59.688901901245124,66.1323070526123,7.572054862976074
mps-uncap,0.7,105.96175193786623,114.34168815612794,11.992740631103517
mps-uncap,0.1,0.06546974182128903,0.054597854614257826,1.2365341186523444
mps-uncap,0.2,14.130830764770508,12.684822082519533,2.5403499603271484
mps-uncap,0.3,22.263240814208988,17.462396621704105,3.2210111618041997
mps-uncap,0.4,29.005146026611342,24.970054626464858,3.9128780364990243
