mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,967.4630954265468,87.9672449858194,1168.3373226199094
mps-uncap,0.9,1054.1300481226438,86.14080082043478,1322.1394556432776
mps-uncap,1.0,1072.4332652723306,92.57828345376574,1297.5070539161861
mps-uncap,0.5,578.223035754494,54.27082047432394,730.2356546594065
mps-uncap,0.6,748.0124214034839,64.96867950730889,876.0633359563795
mps-uncap,0.7,806.8085587278354,76.74082272472316,1021.1831298448078
mps-uncap,0.1,118.1706375560849,10.339743944643082,147.03814156862458
mps-uncap,0.2,241.31886133622996,22.81409006492399,292.13650095493597
mps-uncap,0.3,353.77208388966307,32.630214696429505,430.70866309862316
mps-uncap,0.4,478.28418167847116,43.539916490547824,569.1853122023556
