mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,29.73318099975586,23.719310760498047,2.2552013397216797
mps-uncap,0.9,29.833555221557617,24.416208267211914,2.303600311279297
mps-uncap,1.0,29.82473373413086,22.690534591674805,2.663135528564453
mps-uncap,0.5,26.598453521728516,18.78046989440918,2.2325515747070312
mps-uncap,0.6,26.98040008544922,19.87910270690918,2.22933292388916
mps-uncap,0.7,27.492880821228027,22.350549697875977,2.321481704711914
mps-uncap,0.1,25.160789489746094,20.54738998413086,3.805875778198242
mps-uncap,0.2,25.196075439453125,18.941164016723633,3.7353038787841797
mps-uncap,0.3,25.945663452148438,19.04451847076416,2.948164939880371
mps-uncap,0.4,27.05860137939453,18.527984619140625,2.680540084838867
