mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,518.6237359046936,857.4820041656495,25.904011726379398
mps-uncap,0.9,2022.2717547416687,7526.660146713255,44.288063049316406
mps-uncap,1.0,6991.275672912598,9476.20527267456,7186.5384101867685
mps-uncap,0.5,105.65389633178701,89.5584535598754,13.632273674011225
mps-uncap,0.6,129.69777345657351,164.22319412231445,18.504791259765632
mps-uncap,0.7,201.41315221786502,299.2486715316775,25.95748901367187
mps-uncap,0.1,53.59559059143063,43.46330642700194,7.814097404479971
mps-uncap,0.2,61.60147190093995,45.51800727844238,10.176944732666012
mps-uncap,0.3,67.28175163269043,66.50262832641602,11.0706615447998
mps-uncap,0.4,83.71838569641106,73.30973625183117,12.634763717651364
