mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,35.378217697143555,27.47368812561035,8.327484130859375
mps-uncap,0.9,34.87133979797363,27.952909469604492,8.317232131958008
mps-uncap,1.0,31.51869773864746,25.475740432739258,8.767127990722656
mps-uncap,0.5,31.020641326904297,28.874635696411133,9.148597717285156
mps-uncap,0.6,31.421184539794922,29.468297958374023,9.09733772277832
mps-uncap,0.7,31.403541564941406,27.385473251342773,9.068965911865234
mps-uncap,0.1,37.60719299316406,41.68272018432617,7.926702499389648
mps-uncap,0.2,31.13722801208496,32.540321350097656,8.257150650024414
mps-uncap,0.3,32.62639045715332,34.6827507019043,9.581327438354492
mps-uncap,0.4,33.94818305969238,26.627779006958008,11.1541748046875
