mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,488.8325262069702,837.5488328933716,23.247933387756355
mps-uncap,0.9,1992.3296785354614,7504.295530319212,41.70361757278443
mps-uncap,1.0,6961.419944763184,9454.549930095673,7184.033632278442
mps-uncap,0.5,81.60839080810531,70.29565334320058,10.888881683349542
mps-uncap,0.6,101.65648937225345,142.4093246459961,15.801961421966572
mps-uncap,0.7,173.732123374939,274.29917812347423,23.026719093322754
mps-uncap,0.1,25.579452514648413,23.663806915283192,3.9438438415527326
mps-uncap,0.2,37.10346221923828,27.326898574829098,6.391620635986317
mps-uncap,0.3,42.258033752441406,48.73146295547497,7.653107643127439
mps-uncap,0.4,57.21044540405268,53.53734970092775,9.550304412841795
