mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,33.7809419631958,25.974242687225342,7.375144958496097
mps-uncap,0.9,33.54327201843262,25.99421501159668,7.382988929748539
mps-uncap,1.0,30.575008392333984,24.324355125427246,8.297204971313477
mps-uncap,0.5,30.32104969024658,27.107543945312496,7.832527160644531
mps-uncap,0.6,30.72680950164795,26.39782428741455,7.965915203094486
mps-uncap,0.7,30.85449457168579,26.20509624481201,8.014693260192871
mps-uncap,0.1,37.17226982116699,34.047489166259766,5.550169944763177
mps-uncap,0.2,30.4567813873291,30.893316268920895,6.46371841430664
mps-uncap,0.3,31.867113113403324,28.12210559844971,6.813817024230956
mps-uncap,0.4,32.533998489379876,25.489110946655273,7.760896682739256
