mode,load,0_densenet169-32,1_efficientnet_b6-2,2_squeezenet1_1-4
mps-uncap,0.8,23.49233627319336,16.750812530517578,1.676797866821289
mps-uncap,0.9,24.061918258666992,17.21644401550293,1.7075538635253906
mps-uncap,1.0,24.43671226501465,17.112016677856445,1.7020702362060547
mps-uncap,0.5,21.89946174621582,17.148494720458984,1.6727447509765625
mps-uncap,0.6,22.12667465209961,16.96944236755371,1.6710758209228516
mps-uncap,0.7,22.243022918701172,16.974210739135742,1.692056655883789
mps-uncap,0.1,22.455453872680664,16.969919204711914,1.8486976623535156
mps-uncap,0.2,21.7893123626709,16.863584518432617,1.7094612121582031
mps-uncap,0.3,21.756410598754883,17.003536224365234,1.6849040985107422
mps-uncap,0.4,21.672964096069336,17.115116119384766,1.6744136810302734
