mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,2.179861068725586,4.810571670532227,4.860877990722656
mps-uncap,0.9,2.192258834838867,4.824638366699219,4.980802536010742
mps-uncap,1.0,2.208709716796875,4.826784133911133,5.128622055053711
mps-uncap,0.5,2.2041797637939453,4.806280136108398,4.927396774291992
mps-uncap,0.6,2.259969711303711,4.8007965087890625,4.912376403808594
mps-uncap,0.7,2.1855831146240234,4.824161529541016,5.006074905395508
mps-uncap,0.1,2.2051334381103516,4.839658737182617,4.929780960083008
mps-uncap,0.2,2.261638641357422,4.809379577636719,4.858970642089844
mps-uncap,0.3,2.223491668701172,4.83393669128418,4.956483840942383
mps-uncap,0.4,2.1867752075195312,4.798412322998047,5.059957504272461
