mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,32.540321350097656,97.78308868408203,59.55195426940918
mps-uncap,0.9,66.50400161743164,131.03151321411133,183.57419967651367
mps-uncap,1.0,155.11083602905273,1019.6120738983154,223.61469268798828
mps-uncap,0.5,22.538423538208008,27.08148956298828,42.70648956298828
mps-uncap,0.6,23.394346237182617,30.035734176635742,47.1799373626709
mps-uncap,0.7,27.519702911376953,55.715322494506836,56.72597885131836
mps-uncap,0.1,11.433601379394531,12.393474578857422,20.829439163208008
mps-uncap,0.2,17.11273193359375,14.868021011352539,34.27720069885254
mps-uncap,0.3,25.12979507446289,21.34108543395996,35.6900691986084
mps-uncap,0.4,24.40786361694336,40.17186164855957,37.786245346069336
