mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,4.7626495361328125,11.538982391357422,11.706829071044922
mps-uncap,0.9,8.4228515625,18.49043369293213,19.473552703857422
mps-uncap,1.0,20.42245864868164,513.5314464569092,33.3561897277832
mps-uncap,0.5,4.895925521850586,6.742954254150391,10.019659996032715
mps-uncap,0.6,4.467248916625977,6.660342216491699,9.693264961242676
mps-uncap,0.7,4.297971725463867,8.129119873046875,10.215282440185547
mps-uncap,0.1,5.969762802124023,7.29823112487793,11.891603469848633
mps-uncap,0.2,6.287097930908203,7.25555419921875,12.073993682861328
mps-uncap,0.3,5.901098251342773,7.569551467895508,12.142062187194824
mps-uncap,0.4,5.418300628662109,7.402181625366211,10.628461837768555
