mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,4.836330413818359,6.5375804901123065,11.58576965332031
mps-uncap,0.9,5.138149261474609,6.338632106781007,11.85213088989258
mps-uncap,1.0,5.1114630699157715,6.591994762420654,11.051352024078367
mps-uncap,0.5,5.712423324584957,7.075166702270508,12.42173194885254
mps-uncap,0.6,5.328006744384762,6.818420886993405,12.013041973114012
mps-uncap,0.7,5.071420669555663,6.279211044311523,11.451530456542969
mps-uncap,0.1,6.873602867126456,8.518381118774414,14.05074119567871
mps-uncap,0.2,6.812319755554198,8.26700210571289,13.571462631225586
mps-uncap,0.3,6.517791748046875,8.260946273803711,14.18629169464111
mps-uncap,0.4,6.203753948211671,8.154325485229492,14.41184997558594
