mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,5.780458450317383,7.45081901550293,12.13693618774414
mps-uncap,0.9,5.4988861083984375,7.207393646240234,12.12763786315918
mps-uncap,1.0,5.828380584716797,7.600069046020508,11.540889739990234
mps-uncap,0.5,6.4411163330078125,8.581399917602539,15.221595764160156
mps-uncap,0.6,6.71076774597168,7.416725158691406,14.377832412719727
mps-uncap,0.7,6.315708160400391,7.528543472290039,12.31241226196289
mps-uncap,0.1,9.956598281860352,11.595964431762695,19.257783889770508
mps-uncap,0.2,7.3680877685546875,8.670330047607422,14.847040176391602
mps-uncap,0.3,7.320404052734375,9.21177864074707,15.456914901733398
mps-uncap,0.4,7.536888122558594,8.899927139282227,15.30909538269043
