mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,1.7323493957519531,5.674600601196289,3.9472579956054688
mps-uncap,0.9,4.971027374267578,12.651443481445312,10.226011276245117
mps-uncap,1.0,16.791582107543945,507.32421875,24.08015727996826
mps-uncap,0.5,0.1857280731201172,0.0457763671875,0.04410743713378906
mps-uncap,0.6,0.6074905395507812,0.8423328399658203,0.04267692565917969
mps-uncap,0.7,0.8966922760009766,2.541065216064453,1.2807846069335938
mps-uncap,0.1,0.05364418029785156,0.05352497100830078,0.05698204040527344
mps-uncap,0.2,0.050067901611328125,0.04839897155761719,0.05507469177246094
mps-uncap,0.3,0.049114227294921875,0.04982948303222656,0.051975250244140625
mps-uncap,0.4,0.047206878662109375,0.05078315734863281,0.04947185516357422
