mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,2.2208690643310547,4.82940673828125,4.88591194152832
mps-uncap,0.9,2.240896224975586,4.848718643188477,5.037784576416016
mps-uncap,1.0,2.257108688354492,4.886627197265625,5.67936897277832
mps-uncap,0.5,2.264261245727539,4.822731018066406,4.981040954589844
mps-uncap,0.6,2.3033618927001953,4.81867790222168,4.997491836547852
mps-uncap,0.7,2.2270679473876953,4.839658737182617,5.041837692260742
mps-uncap,0.1,2.267599105834961,4.855155944824219,5.271673202514648
mps-uncap,0.2,2.290487289428711,4.8274993896484375,4.966020584106445
mps-uncap,0.3,2.264738082885742,4.852533340454102,4.970312118530273
mps-uncap,0.4,2.222299575805664,4.818201065063477,5.121707916259766
