mode,load,0_mobilenet_v2-4,1_mobilenet_v3_large-32,2_resnet101-2
mps-uncap,0.8,21.673440933227546,69.9751853942873,53.10842514038086
mps-uncap,0.9,48.08295249938965,91.11782312393215,94.33851242065433
mps-uncap,1.0,114.78049516677858,963.0652117729187,172.5017547607421
mps-uncap,0.5,16.11709594726561,21.49006843566895,31.389756202697786
mps-uncap,0.6,16.98764324188229,25.97542285919186,34.49875354766845
mps-uncap,0.7,17.980670928955078,31.680703163146937,38.41921806335441
mps-uncap,0.1,12.207632064819316,14.307091236114497,23.61865997314451
mps-uncap,0.2,16.25363588333129,16.918401718139652,31.90964698791503
mps-uncap,0.3,18.474950790405263,21.08027458190918,33.080182075500474
mps-uncap,0.4,17.81105995178224,25.07169008255006,31.237261295318607
