mode,load,0_efficientnet_b6-2,1_mobilenet_v3_large-4,2_vgg16-8
mps-uncap,0.8,30.087685585021973,8.502840995788574,7.226657867431641
mps-uncap,0.9,31.252932548522946,8.949756622314453,7.160091400146484
mps-uncap,1.0,32.040977478027344,9.191799163818361,7.058501243591309
mps-uncap,0.5,25.257372856140137,8.314919471740723,7.121443748474121
mps-uncap,0.6,27.601957321166992,8.12649726867676,7.113027572631835
mps-uncap,0.7,28.85580062866211,8.417153358459476,7.308673858642578
mps-uncap,0.1,32.72223472595215,11.896467208862305,8.878707885742188
mps-uncap,0.2,31.224465370178226,11.521482467651367,7.120609283447266
mps-uncap,0.3,30.546903610229492,11.148333549499512,6.975555419921876
mps-uncap,0.4,24.120044708251953,9.263229370117188,7.089662551879883
