mode,load,0_resnet50-2,1_squeezenet1_0-16,2_squeezenet1_1-32
mps-uncap,0.8,37.762165069580085,37.17803955078125,62.73798942565918
mps-uncap,0.9,56.873154640197754,2453.2182216644287,186.54823303222656
mps-uncap,1.0,2172.686266899109,2763.263940811157,8497.257423400879
mps-uncap,0.5,14.6543025970459,10.65683364868164,14.130759239196784
mps-uncap,0.6,15.501260757446289,13.297653198242188,18.86606216430664
mps-uncap,0.7,20.51258087158203,24.17891025543213,25.899648666381836
mps-uncap,0.1,12.164402008056644,6.864213943481447,9.412384033203125
mps-uncap,0.2,16.85161590576172,7.776880264282228,10.126471519470215
mps-uncap,0.3,17.042112350463867,8.358907699584961,11.09166145324707
mps-uncap,0.4,16.139507293701172,9.145069122314453,12.262916564941406
