mode,load,0_resnet50-2,1_squeezenet1_0-16,2_squeezenet1_1-32
mps-uncap,0.8,141.45207405090332,90.60072898864746,139.45984840393066
mps-uncap,0.9,180.60636520385742,2629.352569580078,336.78364753723145
mps-uncap,1.0,2710.857152938843,3209.8746299743652,9551.389217376709
mps-uncap,0.5,47.365427017211914,27.761220932006836,38.13314437866211
mps-uncap,0.6,37.65368461608887,40.152549743652344,62.24513053894043
mps-uncap,0.7,57.85870552062988,67.0320987701416,70.97363471984863
mps-uncap,0.1,34.07621383666992,18.408536911010742,16.301393508911133
mps-uncap,0.2,35.83645820617676,25.160551071166992,20.929813385009766
mps-uncap,0.3,33.115386962890625,19.902944564819336,24.956941604614258
mps-uncap,0.4,35.80594062805176,26.015520095825195,28.13720703125
