mode,load,0_resnet50-2,1_squeezenet1_0-16,2_squeezenet1_1-32
mps-uncap,0.8,4.588127136230469,3.2606124877929688,4.026174545288086
mps-uncap,0.9,4.699230194091797,3.301858901977539,4.132747650146484
mps-uncap,1.0,5.522251129150391,3.2525062561035156,4.032135009765625
mps-uncap,0.5,4.595518112182617,3.237009048461914,4.004478454589844
mps-uncap,0.6,4.5986175537109375,3.229379653930664,4.009008407592773
mps-uncap,0.7,4.584074020385742,3.2317638397216797,4.009246826171875
mps-uncap,0.1,4.6215057373046875,3.2825469970703125,4.0283203125
mps-uncap,0.2,4.654645919799805,3.2548904418945312,4.025936126708984
mps-uncap,0.3,4.579305648803711,3.2448768615722656,4.006385803222656
mps-uncap,0.4,4.541635513305664,3.1647682189941406,3.8194656372070312
