mode,load,0_resnet50-2,1_squeezenet1_0-16,2_squeezenet1_1-32
mps-uncap,0.8,71.52544021606431,60.48904657363884,99.22398567199659
mps-uncap,0.9,119.94820594787596,2565.9838914871216,287.02371120452887
mps-uncap,1.0,2642.545323371887,3143.4706687927246,9369.274525642395
mps-uncap,0.5,16.768894195556634,12.683410644531214,17.559618949890126
mps-uncap,0.6,18.697452545166012,17.85101652145386,31.07285499572754
mps-uncap,0.7,28.774499893188484,38.299760818481325,42.09882736206057
mps-uncap,0.1,10.10462760925293,4.781863689422606,6.838369369506833
mps-uncap,0.2,16.713793277740507,7.259340286254883,9.621965885162329
mps-uncap,0.3,16.87012434005737,7.901096343994141,10.83932638168335
mps-uncap,0.4,17.25357055664061,10.575287342071528,13.531491756439207
