mode,load,0_resnet50-2,1_squeezenet1_0-16,2_squeezenet1_1-32
mps-uncap,0.8,13.550758361816406,10.117053985595703,11.943340301513672
mps-uncap,0.9,11.59977912902832,10.30421257019043,11.217832565307617
mps-uncap,1.0,13.494014739990234,9.533882141113281,11.022806167602539
mps-uncap,0.5,13.04006576538086,9.667634963989258,11.81793212890625
mps-uncap,0.6,12.801408767700195,10.169267654418945,11.853218078613281
mps-uncap,0.7,12.313365936279297,10.252952575683594,11.487722396850586
mps-uncap,0.1,13.897895812988281,10.400533676147461,12.349605560302734
mps-uncap,0.2,14.246463775634766,9.648561477661133,11.734724044799805
mps-uncap,0.3,15.175819396972656,10.236263275146484,12.422561645507812
mps-uncap,0.4,14.831781387329102,10.957002639770508,12.380361557006836
