mode,load,0_resnet50-2,1_squeezenet1_0-16,2_squeezenet1_1-32
mps-uncap,0.8,28.72152328491211,31.546354293823242,55.93423843383789
mps-uncap,0.9,48.324680328369126,2447.117805480957,179.81314659118652
mps-uncap,1.0,2163.213896751404,2757.594108581543,8489.892196655273
mps-uncap,0.5,7.390260696411135,5.7880401611328125,8.306622505187988
mps-uncap,0.6,8.391857147216797,8.25519561767578,12.77923583984375
mps-uncap,0.7,13.067007064819336,18.443727493286133,19.639253616333008
mps-uncap,0.1,0.3207683563232432,0.05073547363281254,0.3375053405761722
mps-uncap,0.2,6.888985633850103,2.153444290161138,3.3539533615112305
mps-uncap,0.3,7.801580429077148,3.2922744750976576,5.051684379577638
mps-uncap,0.4,7.5098037719726545,4.150819778442383,6.35669231414795
