mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,0.002384185791015625,0.001430511474609375,0.0007152557373046875
mig,1.0,0.000476837158203125,0.0059604644775390625,0.0057220458984375
