mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,25.37703514099121,5.546808242797852,3.3180713653564453
mig,1.0,48.3853816986084,3.6215782165527344,5.140781402587891
