mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,26.958465576171875,22.18019962310791,11.128067970275879
mig,1.0,50.13442039489746,3.6766529083251953,5.395650863647461
