mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,27.753424644470215,27.026033401489258,22.845757007598877
mig,1.0,52.40752696990967,3.912644386291504,6.002840995788573
