mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,1185.9314020249433,94.44549029850877,594.5711996460492
mig,1.0,637.2811014557385,541.7123740811658,1473.5136067141805
