mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
mig,1.0,0.000476837158203125,0.000476837158203125,0.000476837158203125
