mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,25.37703514099121,5.547046661376953,3.318309783935547
mig,1.0,48.3853816986084,3.621816635131836,5.140781402587891
