mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,27.348756790161133,26.537775993347168,22.31919765472412
mig,1.0,50.64582824707031,3.7322044372558594,5.522012710571289
