mode,load,0_vgg19-32,1_resnet34-2,2_squeezenet1_0-8
mps-uncap,1.0,27.75322198867798,27.026033401489258,22.845518589019775
mig,1.0,52.40731239318848,3.9124488830566406,6.002602577209472
