mode,load,0_mobilenet_v2-32,1_mobilenet_v2-4,2_mobilenet_v3_large-16,3_vgg13-32
mps-uncap,1.0,1004.7133726835941,174.19103963177665,498.75736275966864,1478.8540434683223
