mode,load,0_mobilenet_v2-32,1_mobilenet_v3_small-4,2_resnet101-32,3_squeezenet1_1-32
mps-uncap,1.0,2207.4470804981697,344.71943507834584,808.6554645680244,3000.1855335094288
