mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-2,2_squeezenet1_1-16
mps-uncap,0.8,44.2662239074707,13.127326965332031,28.36322784423828
mps-uncap,0.9,79.23626899719238,34.49583053588867,46.88215255737305
mps-uncap,1.0,186.6610050201416,92.21053123474121,107.53941535949707
mps-uncap,0.5,18.68438720703125,12.686014175415039,12.253284454345703
mps-uncap,0.6,26.49712562561035,12.345314025878906,16.190528869628906
mps-uncap,0.7,34.70873832702637,16.710519790649414,17.203807830810547
mps-uncap,0.1,17.986059188842773,7.479667663574219,4.3792724609375
mps-uncap,0.2,24.317264556884766,9.447097778320312,6.098270416259766
mps-uncap,0.3,19.91581916809082,10.554313659667969,8.649110794067383
mps-uncap,0.4,21.150588989257812,13.828277587890625,10.800838470458984
