mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-2,2_squeezenet1_1-16
mps-uncap,0.8,14.275455474853514,3.4892559051513707,8.096837997436525
mps-uncap,0.9,35.42370796203614,6.088638305664066,13.630867004394531
mps-uncap,1.0,120.91355323791501,36.71565055847169,38.71340751647954
mps-uncap,0.5,5.148887634277344,3.554821014404297,3.006267547607422
mps-uncap,0.6,5.508995056152349,3.5202503204345703,3.754925727844238
mps-uncap,0.7,6.456327438354496,3.358602523803711,4.890847206115724
mps-uncap,0.1,3.578042984008789,0.4093647003173828,0.06580352783203125
mps-uncap,0.2,5.631017684936524,1.7309665679931625,1.3564825057983398
mps-uncap,0.3,6.2999725341796875,2.5374412536621103,2.033233642578125
mps-uncap,0.4,5.879020690917969,3.183269500732422,2.3604631423950195
