mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-2,2_squeezenet1_1-16
mps-uncap,0.8,46.74673080444336,15.308380126953125,31.14461898803711
mps-uncap,0.9,82.53765106201172,36.127328872680664,49.83663558959961
mps-uncap,1.0,189.88990783691406,94.48432922363281,110.73732376098633
mps-uncap,0.5,21.45552635192871,14.915227890014648,14.86825942993164
mps-uncap,0.6,29.761552810668945,14.576911926269531,19.112586975097656
mps-uncap,0.7,37.181854248046875,18.5701847076416,19.971132278442383
mps-uncap,0.1,22.267580032348633,10.17451286315918,6.977558135986328
mps-uncap,0.2,28.125286102294922,12.09259033203125,8.518218994140625
mps-uncap,0.3,24.698495864868164,13.063430786132812,11.144399642944336
mps-uncap,0.4,25.151968002319336,16.12257957458496,13.281583786010742
