mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-2,2_squeezenet1_1-16
mps-uncap,0.8,2.3343563079833984,0.9782314300537109,2.0258426666259766
mps-uncap,0.9,2.354860305786133,0.9310245513916016,2.0241737365722656
mps-uncap,1.0,2.3076534271240234,0.9534358978271484,2.0270347595214844
mps-uncap,0.5,2.3949146270751953,0.9751319885253906,2.0265579223632812
mps-uncap,0.6,2.3589134216308594,0.9562969207763672,2.0263195037841797
mps-uncap,0.7,2.3300647735595703,0.9632110595703125,2.0363330841064453
mps-uncap,0.1,2.375364303588867,1.003265380859375,2.0399093627929688
mps-uncap,0.2,2.3381710052490234,0.9748935699462891,2.0313262939453125
mps-uncap,0.3,2.3589134216308594,0.9567737579345703,2.0427703857421875
mps-uncap,0.4,2.3839473724365234,0.9670257568359375,2.039670944213867
