mode,load,0_mobilenet_v3_small-16,1_squeezenet1_0-2,2_squeezenet1_1-16
mps-uncap,0.8,17.343997955322266,5.194354057312013,10.781621932983404
mps-uncap,0.9,38.57126235961915,7.814836502075203,16.388416290283203
mps-uncap,1.0,123.92563819885254,38.79714012145997,41.6850805282593
mps-uncap,0.5,8.594036102294922,5.795955657958984,5.541563034057617
mps-uncap,0.6,8.337831497192385,5.4863691329956055,6.28843307495117
mps-uncap,0.7,9.18874740600586,5.190610885620117,7.512521743774415
mps-uncap,0.1,9.184694290161131,3.1669139862060547,3.087759017944336
mps-uncap,0.2,11.250448226928711,4.144001007080078,3.8149356842041016
mps-uncap,0.3,11.23819351196289,5.059194564819336,4.593372344970703
mps-uncap,0.4,9.88903045654297,5.627727508544924,4.906058311462402
