mode,load,0_efficientnet_b7-2,1_resnet152-32,2_resnet34-4
mps-uncap,0.8,44.05672564111641,767.3679943587372,426.98610544021705
mps-uncap,0.9,51.20634231359566,911.3675620111651,468.3892266425364
mps-uncap,1.0,56.779950546739286,1020.7914522420496,527.3740001002848
mps-uncap,0.5,27.064060651598073,494.7699110627501,262.2183239081372
mps-uncap,0.6,33.365128892965345,611.2841342109049,311.6621720590264
mps-uncap,0.7,35.80101659876342,697.2588715306221,375.74756903826534
mps-uncap,0.1,6.447804255530485,107.3125470172363,48.94347545233138
mps-uncap,0.2,11.164477969159956,195.1587296423131,103.94237119123238
mps-uncap,0.3,18.281996494679074,310.6745892030189,154.94222950605962
mps-uncap,0.4,22.454483286375403,396.4180263218947,210.32633599189023
