mode,load,0_efficientnet_b7-2,1_resnet152-32,2_resnet34-4
mps-uncap,0.8,34.28196907043457,51.49435997009277,8.736371994018555
mps-uncap,0.9,58.68029594421387,93.94311904907227,14.557600021362305
mps-uncap,1.0,489.54200744628906,726.1132001876831,74.81825351715088
mps-uncap,0.5,21.823763847351074,28.035879135131836,5.492448806762695
mps-uncap,0.6,27.4503231048584,32.41443634033203,5.972623825073242
mps-uncap,0.7,30.775785446166992,42.54615306854248,6.470441818237305
mps-uncap,0.1,28.34188938140869,24.919748306274414,5.102396011352539
mps-uncap,0.2,21.895170211791992,25.594234466552734,4.990100860595703
mps-uncap,0.3,21.522879600524902,26.531219482421875,5.181789398193359
mps-uncap,0.4,21.176815032958984,27.09197998046875,5.367636680603027
