mode,load,0_alexnet-4,1_densenet169-4,2_squeezenet1_1-2
mps-uncap,1.0,13.371467590332031,25.593042373657227,8.312702178955078
mig,1.0,17.2879695892334,27.475833892822266,15.449047088623047
