mode,load,0_alexnet-4,1_densenet169-4,2_squeezenet1_1-2
mps-uncap,1.0,4300.695845208118,234.20958562585457,1117.3522684440875
mig,1.0,3124.248310256306,231.96674852600725,1170.5701986476515
