mode,load,0_alexnet-4,1_densenet169-4,2_squeezenet1_1-2
mps-uncap,1.0,0.7684230804443359,16.861438751220703,1.6520023345947266
mig,1.0,1.2023448944091797,17.00448989868164,1.6696453094482422
