mode,load,0_alexnet-4,1_densenet169-4,2_squeezenet1_1-2
mps-uncap,1.0,0.0073909759521484375,0.0050067901611328125,0.0054836273193359375
mig,1.0,0.00762939453125,0.0064373016357421875,0.0152587890625
