mode,load,0_alexnet-4,1_densenet169-4,2_squeezenet1_1-2
mps-uncap,1.0,0.7684230804443359,16.861677169799805,1.6524791717529297
mig,1.0,1.2028217315673828,17.004728317260742,1.6698837280273438
