mode,load,0_efficientnet_b6-2,1_resnet101-2,2_vgg16-32
mps-uncap,0.8,16.92485809326172,8.772850036621094,19.14811134338379
mps-uncap,0.9,16.858577728271484,9.04083251953125,19.203901290893555
mps-uncap,1.0,17.42410659790039,9.05752182006836,19.49906349182129
mps-uncap,0.5,16.965627670288086,8.881807327270508,19.069433212280273
mps-uncap,0.6,16.907453536987305,8.878707885742188,18.9516544342041
mps-uncap,0.7,16.854524612426758,8.82411003112793,19.080400466918945
mps-uncap,0.1,17.007112503051758,10.521650314331055,19.010305404663086
mps-uncap,0.2,17.221927642822266,8.728265762329102,18.8596248626709
mps-uncap,0.3,17.164230346679688,8.91256332397461,18.931150436401367
mps-uncap,0.4,16.66736602783203,8.71586799621582,18.93925666809082
