mode,load,0_densenet161-8,1_densenet161-8
mig,0.1,0.02193450927734375,0.012636184692382812
mig,0.2,0.013828277587890625,0.012874603271484375
mig,0.3,0.013589859008789062,0.012636184692382812
mig,0.4,0.012636184692382812,0.012636184692382812
mig,0.5,0.011682510375976562,0.012636184692382812
mig,0.6,0.011444091796875,0.011920928955078125
mig,0.7,0.010013580322265625,0.012159347534179688
mig,0.8,0.010251998901367188,0.011920928955078125
mig,0.9,0.01049041748046875,0.015974044799804688
mig,1.0,0.011444091796875,0.015020370483398438
