mode,load,0_densenet169-2,1_mobilenet_v2-8,2_resnet34-8
mps-uncap,0.8,130.17964363098145,27.962446212768555,42.313337326049805
mps-uncap,0.9,214.9679660797119,49.97873306274414,59.84163284301758
mps-uncap,1.0,476.1462211608887,182.8629970550537,179.83603477478027
mps-uncap,0.5,55.94062805175781,25.57516098022461,25.31909942626953
mps-uncap,0.6,73.52495193481445,25.272607803344727,31.839609146118164
mps-uncap,0.7,121.62518501281738,25.398969650268555,31.2039852142334
mps-uncap,0.1,55.748701095581055,17.314910888671875,12.840032577514648
mps-uncap,0.2,52.857398986816406,27.637481689453125,24.298906326293945
mps-uncap,0.3,58.492422103881836,27.550935745239258,22.50814437866211
mps-uncap,0.4,51.73754692077637,22.037982940673828,21.888256072998047
