mode,load,0_densenet169-2,1_mobilenet_v2-8,2_resnet34-8
mps-uncap,0.8,11.774730682373047,3.0155181884765625,4.486799240112305
mps-uncap,0.9,13.18974494934082,3.073453903198242,4.2476654052734375
mps-uncap,1.0,11.933040618896484,3.0851364135742188,4.603862762451172
mps-uncap,0.5,12.746763229370117,3.949189186096192,4.792594909667969
mps-uncap,0.6,12.097382545471191,3.7550926208496094,4.601669311523438
mps-uncap,0.7,12.611150741577148,2.8553009033203125,4.515886306762695
mps-uncap,0.1,24.16810989379883,6.092548370361328,5.278921127319336
mps-uncap,0.2,18.35322380065918,5.977678298950195,5.398797988891602
mps-uncap,0.3,17.963027954101562,5.5347442626953125,5.171608924865723
mps-uncap,0.4,16.529822349548336,5.184435844421387,4.897499084472656
