mode,load,0_densenet169-2,1_mobilenet_v2-8,2_resnet34-8
mps-uncap,0.8,134.69760400547156,2131.1025264527593,1419.8184153202626
mps-uncap,0.9,148.92939528829973,2352.161638154554,1620.9904713266196
mps-uncap,1.0,168.26911773277973,2670.6046257014555,1723.6926072132405
mps-uncap,0.5,85.33252320153254,1323.9363267892832,875.2523180497335
mps-uncap,0.6,101.46471564567734,1580.782316462836,1048.6259191811641
mps-uncap,0.7,122.13690288969136,1884.4089699939757,1262.0032918240079
mps-uncap,0.1,16.97519174424631,269.7622154675984,178.79921003476858
mps-uncap,0.2,34.2580886655908,537.0912155191246,354.83518449409485
mps-uncap,0.3,51.39602847668737,813.7390082487273,542.6857473484505
mps-uncap,0.4,67.44487383965193,1046.946400385157,703.1668127181891
